# Officials that fell through to the DiceBear fallback.
# id	name	level	title
1088	Ingrid Lutz	local	School Board Member, District 2
1089	Susan Duval	local	School Board Member, District 3
1090	Mark Johnson	local	School Board Member, District 4
1091	Shannon Rodriguez	local	School Board Member, District 5
1092	Virginia Bryant	local	School Board Chair, District 1
1093	Thomas Kennedy	local	School Board Member, District 2
1094	Ginger Bryant	local	School Board Member, District 3
1095	Sandy Counts	local	School Board Member, District 4
1096	Douglas Dodd	local	School Board Member, District 5
1097	Sally Moss	local	School Board Chair, District 1
1098	Lorraine Holt	local	School Board Member, District 2
1099	Eddy Thompson	local	School Board Member, District 3
1100	Gary Bielinski	local	School Board Member, District 4
1102	Jan Shoop	local	School Board Chair, District 1
1103	Jill Munro	local	School Board Member, District 2
1104	Donna Howerton	local	School Board Member, District 3
1105	Andy Tuck	local	School Board Member, District 4
1106	Joy Gerig	local	School Board Member, District 5
1107	Linda Sanborn	local	School Board Chair, District 1
1108	Carol Boston	local	School Board Member, District 2
1109	Diane Scott	local	School Board Member, District 3
1110	Jennifer Granse	local	School Board Member, District 4
1111	Scott Peden	local	School Board Member, District 5
1112	Lamar White	local	School Board Chair, District 1
1113	Sandra Neidlinger	local	School Board Member, District 2
1114	Linda Evanchyk	local	School Board Member, District 3
1115	Tim Bryant	local	School Board Member, District 4
1116	Diane Kelley	local	School Board Member, District 5
1117	Jerry Register	local	School Board Chair, District 1
1118	Bryce Googe	local	School Board Member, District 2
1119	Pamm Chapman	local	School Board Member, District 3
1120	Ryan Neves	local	School Board Member, District 4
1121	Steve Moss	local	School Board Member, District 5
1122	Keith Hudson	local	School Board Chair, District 1
1123	Dana Brady	local	School Board Member, District 2
1124	Stephanie Finnell	local	School Board Member, District 3
1125	Hunter Peeler	local	School Board Member, District 4
1126	Steve Nelson	local	School Board Member, District 5
1127	Andy Griffiths	local	School Board Chair, District 1
1128	Sue Woltanski	local	School Board Member, District 2
1129	Bobby Highsmith	local	School Board Member, District 3
1130	John Dick	local	School Board Member, District 4
1131	Mindy Conn	local	School Board Member, District 5
1132	Tim Norris	local	School Board Chair, District 1
1134	Hazel Gillis	local	School Board Member, District 3
1135	Anthony Martin	local	School Board Member, District 4
1137	David Buckles	local	School Board Chair, District 1
1138	Cynthia Giles	local	School Board Member, District 2
1139	Holly Pickens	local	School Board Member, District 3
1140	Sandra Gilyard	local	School Board Member, District 4
1141	Philip Leary	local	School Board Member, District 5
1145	Brian Kramer	state	State Attorney, 8th Circuit
1146	Larry Basford	state	State Attorney, 14th Circuit
1147	Phil Archer	state	State Attorney, 18th Circuit
1148	Harold Pryor	state	State Attorney, 17th Circuit
1149	John Durrett	state	State Attorney, 3rd Circuit
1150	Melissa Nelson	state	State Attorney, 4th Circuit
1151	Ginger Bowden Madden	state	State Attorney, 1st Circuit
1152	Andrew Warren	state	State Attorney, 13th Circuit
1153	Thomas Bakkedahl	state	State Attorney, 19th Circuit
1154	Amira Fox	state	State Attorney, 20th Circuit
1155	Jack Campbell	state	State Attorney, 2nd Circuit
1156	William Gladson	state	State Attorney, 5th Circuit
1158	Bill Gladson	state	State Attorney, 16th Circuit
1159	Andrew Bain	state	State Attorney, 9th Circuit (appointed)
1162	Bruce Bartlett	state	State Attorney, 6th Circuit
1163	Suzy Lopez	state	State Attorney, 10th Circuit
1164	Ed Brodsky	state	State Attorney, 12th Circuit
1165	R.J. Larizza	state	State Attorney, 7th Circuit
1167	Pedro Garcia	local	Property Appraiser, Miami-Dade County
1168	David Richardson	local	Tax Collector, Miami-Dade County
1169	Christina White	local	Supervisor of Elections, Miami-Dade County
1170	Brenda Forman	local	Clerk of Circuit Court, Broward County
1172	Scott Brodie	local	Tax Collector, Broward County
1173	Joe Scott	local	Supervisor of Elections, Broward County
1175	Dorothy Jacks	local	Property Appraiser, Palm Beach County
1177	Wendy Sartory Link	local	Supervisor of Elections, Palm Beach County
1178	Cindy Stuart	local	Clerk of Circuit Court, Hillsborough County
1180	Nancy Millan	local	Tax Collector, Hillsborough County
1181	Craig Latimer	local	Supervisor of Elections, Hillsborough County
1182	Tiffany Moore Russell	local	Clerk of Circuit Court, Orange County
1185	Glen Gilzean	local	Supervisor of Elections, Orange County
1186	Jody Phillips	local	Clerk of Circuit Court, Duval County
1187	Jerry Holland	local	Property Appraiser, Duval County
1188	Jim Overton	local	Tax Collector, Duval County
1189	Jerry Holland	local	Supervisor of Elections, Duval County
1190	Ken Burke	local	Clerk of Circuit Court, Pinellas County
1191	Mike Twitty	local	Property Appraiser, Pinellas County
1192	Charles Thomas	local	Tax Collector, Pinellas County
1193	Julie Marcus	local	Supervisor of Elections, Pinellas County
1194	Kevin Karnes	local	Clerk of Circuit Court, Lee County
1196	Noelle Branning	local	Tax Collector, Lee County
1197	Tommy Doyle	local	Supervisor of Elections, Lee County
1198	Stacy Butterfield	local	Clerk of Circuit Court, Polk County
1199	Marsha Faux	local	Property Appraiser, Polk County
1200	Joe Tedder	local	Tax Collector, Polk County
1202	Rachel Sadoff	local	Clerk of Circuit Court, Brevard County
1203	Dana Blickley	local	Property Appraiser, Brevard County
1204	Lisa Cullen	local	Tax Collector, Brevard County
1205	Tim Bobanic	local	Supervisor of Elections, Brevard County
1206	Laura Roth	local	Clerk of Circuit Court, Volusia County
1207	Larry Bartlett	local	Property Appraiser, Volusia County
1208	Will Roberts	local	Tax Collector, Volusia County
1209	Lisa Lewis	local	Supervisor of Elections, Volusia County
1210	Grant Maloy	local	Clerk of Circuit Court, Seminole County
1211	David Johnson	local	Property Appraiser, Seminole County
1212	J.R. Kroll	local	Tax Collector, Seminole County
1213	Amy Pennock	local	Supervisor of Elections, Seminole County
1214	Karen Rushing	local	Clerk of Circuit Court, Sarasota County
1215	Bill Furst	local	Property Appraiser, Sarasota County
1216	Barbara Ford-Coates	local	Tax Collector, Sarasota County
1217	Ron Turner	local	Supervisor of Elections, Sarasota County
1218	Nikki Alvarez-Sowles	local	Clerk of Circuit Court, Pasco County
1221	Brian Corley	local	Supervisor of Elections, Pasco County
1222	Angel Colonneso	local	Clerk of Circuit Court, Manatee County
1223	Jim Todora	local	Property Appraiser, Manatee County
1224	Ken Burton Jr.	local	Tax Collector, Manatee County
1225	James Satcher	local	Supervisor of Elections, Manatee County
1226	Crystal Kinzel	local	Clerk of Circuit Court, Collier County
1227	Abe Skinner	local	Property Appraiser, Collier County
1228	Abe Skinner	local	Tax Collector, Collier County
1229	Melissa Blazier	local	Supervisor of Elections, Collier County
1230	Kelvin Soto	local	Clerk of Circuit Court, Osceola County
1231	Katrina Scarborough	local	Property Appraiser, Osceola County
1232	Bruce Vickers	local	Tax Collector, Osceola County
1233	Mary Jane Arrington	local	Supervisor of Elections, Osceola County
1235	Michelle Franklin	local	Property Appraiser, St. Lucie County
1236	Chris Craft	local	Tax Collector, St. Lucie County
1237	Gertrude Walker	local	Supervisor of Elections, St. Lucie County
1238	Gary Cooney	local	Clerk of Circuit Court, Lake County
1240	David Jordan	local	Tax Collector, Lake County
1242	Gregory Harrell	local	Clerk of Circuit Court, Marion County
1243	Jimmy Prevatt	local	Property Appraiser, Marion County
1244	George Albright	local	Tax Collector, Marion County
1245	Wesley Wilcox	local	Supervisor of Elections, Marion County
1246	Pam Childers	local	Clerk of Circuit Court, Escambia County
1247	Chris Jones	local	Property Appraiser, Escambia County
1248	Scott Lunsford	local	Tax Collector, Escambia County
1249	Robert Bender	local	Supervisor of Elections, Escambia County
1250	J.K. Irby	local	Clerk of Circuit Court, Alachua County
1251	Ayesha Solomon	local	Property Appraiser, Alachua County
1252	John Power	local	Tax Collector, Alachua County
1253	Kim Barton	local	Supervisor of Elections, Alachua County
1254	Roger Eaton	local	Clerk of Circuit Court, Charlotte County
1255	Paul Quimby	local	Property Appraiser, Charlotte County
1256	Vickie Potthast	local	Tax Collector, Charlotte County
1257	Paul Quimby	local	Supervisor of Elections, Charlotte County
1258	Jeffrey Barton	local	Clerk of Circuit Court, Indian River County
1259	Wesley Davis	local	Property Appraiser, Indian River County
1260	Carole Jean Jordan	local	Tax Collector, Indian River County
1261	Leslie Swan	local	Supervisor of Elections, Indian River County
1262	Carolyn Timmann	local	Clerk of Circuit Court, Martin County
1263	Jenny Fields	local	Property Appraiser, Martin County
1264	Ruth Pietruszewski	local	Tax Collector, Martin County
1265	Vicki Davis	local	Supervisor of Elections, Martin County
1266	Brandon Patty	local	Clerk of Circuit Court, St. Johns County
1267	Eddie Creamer	local	Property Appraiser, St. Johns County
1269	Vicky Oakes	local	Supervisor of Elections, St. Johns County
1270	Tom Bexley	local	Clerk of Circuit Court, Flagler County
1272	Shelly Edmonson	local	Tax Collector, Flagler County
1273	Kaiti Lenhart	local	Supervisor of Elections, Flagler County
1274	Gwen Marshall	local	Clerk of Circuit Court, Leon County
1275	Akin Akinyemi	local	Property Appraiser, Leon County
1276	Doris Maloy	local	Tax Collector, Leon County
1277	Mark Earley	local	Supervisor of Elections, Leon County
1278	Tara Green	local	Clerk of Circuit Court, Clay County
1279	Roger Suggs	local	Property Appraiser, Clay County
1280	Diane Hutchings	local	Tax Collector, Clay County
1281	Chris Chambless	local	Supervisor of Elections, Clay County
1282	John Crawford	local	Clerk of Circuit Court, Nassau County
1283	Michael Hickox	local	Property Appraiser, Nassau County
1284	John Drew	local	Tax Collector, Nassau County
1286	Bob Germaine	local	Clerk of Circuit Court, Highlands County
1287	Ray McIntyre	local	Property Appraiser, Highlands County
1288	Eric Zwayer	local	Tax Collector, Highlands County
1289	Penny Ogg	local	Supervisor of Elections, Highlands County
1290	Doug Chorvat Jr.	local	Clerk of Circuit Court, Hernando County
1291	Sandra Haas	local	Property Appraiser, Hernando County
1292	John Druzbick	local	Tax Collector, Hernando County
1293	Shirley Anderson	local	Supervisor of Elections, Hernando County
1294	Angela Vick	local	Clerk of Circuit Court, Citrus County
1295	Cregg Dalton	local	Property Appraiser, Citrus County
1296	Janice Warren	local	Tax Collector, Citrus County
1297	Maureen Baird	local	Supervisor of Elections, Citrus County
1298	Gloria Hayward	local	Clerk of Circuit Court, Sumter County
1300	Faye Hancock	local	Tax Collector, Sumter County
1301	William Keen Jr.	local	Supervisor of Elections, Sumter County
1303	Greg Brown	local	Property Appraiser, Santa Rosa County
1305	Tappie Villane	local	Supervisor of Elections, Santa Rosa County
1306	JD Peacock	local	Clerk of Circuit Court, Okaloosa County
1307	Mack Busbee	local	Property Appraiser, Okaloosa County
1308	Ben Anderson	local	Tax Collector, Okaloosa County
1309	Paul Lux	local	Supervisor of Elections, Okaloosa County
1310	Bill Kinsaul	local	Clerk of Circuit Court, Bay County
1311	Dan Sowell	local	Property Appraiser, Bay County
1312	Chuck Perdue	local	Tax Collector, Bay County
1313	Mark Andersen	local	Supervisor of Elections, Bay County
1314	P. DeWitt Cason	local	Clerk of Circuit Court, Columbia County
1315	Tina Bullock	local	Property Appraiser, Columbia County
1316	Ronnie Broughton	local	Tax Collector, Columbia County
1317	Liz Horne	local	Supervisor of Elections, Columbia County
1318	Kevin Madok	local	Clerk of Circuit Court, Monroe County
1319	Scott Russell	local	Property Appraiser, Monroe County
1320	Danise Henriquez	local	Tax Collector, Monroe County
1321	Joyce Griffin	local	Supervisor of Elections, Monroe County
1322	Alex Alford	local	Clerk of Circuit Court, Walton County
1323	Travis Ethridge	local	Property Appraiser, Walton County
1324	Rhonda Skipper	local	Tax Collector, Walton County
1325	Bobby Beasley	local	Supervisor of Elections, Walton County
1326	Tim Smith	local	Clerk of Circuit Court, Putnam County
1327	Rick Hagan	local	Property Appraiser, Putnam County
1328	Jay Strickland	local	Tax Collector, Putnam County
1329	Charles Overturf	local	Supervisor of Elections, Putnam County
1330	Clay Rooks	local	Clerk of Circuit Court, Jackson County
1331	Pete Andrews	local	Property Appraiser, Jackson County
1333	Carol Finch Rudd	local	Supervisor of Elections, Jackson County
1334	Jerald Bryant	local	Clerk of Circuit Court, Okeechobee County
1335	Walt Chancey	local	Property Appraiser, Okeechobee County
1336	Celeste Watford	local	Tax Collector, Okeechobee County
1337	Melissa Arnold	local	Supervisor of Elections, Okeechobee County
1338	Nadia Daughtrey	local	Clerk of Circuit Court, DeSoto County
1339	Lorie Ayers	local	Property Appraiser, DeSoto County
1341	Mark Negley	local	Supervisor of Elections, DeSoto County
1342	Victoria Rogers	local	Clerk of Circuit Court, Hardee County
1343	Paul Friday	local	Property Appraiser, Hardee County
1344	Jennifer Scheel	local	Tax Collector, Hardee County
1345	Jeff Ussery	local	Supervisor of Elections, Hardee County
1346	Barbara Butler	local	Clerk of Circuit Court, Hendry County
1347	Phillip Pelletier	local	Property Appraiser, Hendry County
1348	Peggy Hampton	local	Tax Collector, Hendry County
1349	Brenda Hoots	local	Supervisor of Elections, Hendry County
1350	Stacie Harvey	local	Clerk of Circuit Court, Baker County
1351	Timothy Sweat	local	Property Appraiser, Baker County
1352	Gene Harvey	local	Tax Collector, Baker County
1353	Nita Crawford	local	Supervisor of Elections, Baker County
1354	Ray Norman	local	Clerk of Circuit Court, Bradford County
1355	Brian Wilkerson	local	Property Appraiser, Bradford County
1356	Teresa Phillips	local	Tax Collector, Bradford County
1357	Terry Vaughan	local	Supervisor of Elections, Bradford County
1358	Nicholas Thomas	local	Clerk of Circuit Court, Gadsden County
1359	Clyde Collins	local	Property Appraiser, Gadsden County
1360	Dale Summerford	local	Tax Collector, Gadsden County
1361	Shirley Green Knight	local	Supervisor of Elections, Gadsden County
1362	Annie Mae Murphy	local	Clerk of Circuit Court, Taylor County
1363	Bruce Clements	local	Property Appraiser, Taylor County
1364	Mark Wiggins	local	Tax Collector, Taylor County
1365	Dana Southerland	local	Supervisor of Elections, Taylor County
1366	Brent Whitaker	local	Clerk of Circuit Court, Suwannee County
1367	Lamar Jenkins	local	Property Appraiser, Suwannee County
1368	Sharon Jordan	local	Tax Collector, Suwannee County
1369	Dennis Pitman	local	Supervisor of Elections, Suwannee County
1371	Ed Brimner	local	Property Appraiser, Wakulla County
1372	Lisa Craze	local	Tax Collector, Wakulla County
1373	Joseph Morgan	local	Supervisor of Elections, Wakulla County
1375	Greg Payne	local	Property Appraiser, Holmes County
1376	Faye Grantham	local	Tax Collector, Holmes County
1377	Debbie Wilcox Morris	local	Supervisor of Elections, Holmes County
1378	Lora Bell	local	Clerk of Circuit Court, Washington County
1379	Gil Carter	local	Property Appraiser, Washington County
1380	Faye Worthington	local	Tax Collector, Washington County
1381	Carol Finch Rudd	local	Supervisor of Elections, Washington County
1382	Kirk Reams	local	Clerk of Circuit Court, Jefferson County
1383	Angela Gray	local	Property Appraiser, Jefferson County
1384	Lois Hunter	local	Tax Collector, Jefferson County
1385	Marty Bishop	local	Supervisor of Elections, Jefferson County
1386	Billy Washington	local	Clerk of Circuit Court, Madison County
1387	Leigh Barfield	local	Property Appraiser, Madison County
1388	Lisa Tuten	local	Tax Collector, Madison County
1389	Thomas Hardee	local	Supervisor of Elections, Madison County
1390	Ruth Attaway	local	Clerk of Circuit Court, Calhoun County
1391	Joe Wood	local	Property Appraiser, Calhoun County
1392	Jim Strickland	local	Tax Collector, Calhoun County
1393	Margie Laramore	local	Supervisor of Elections, Calhoun County
1394	Dana Johnson	local	Clerk of Circuit Court, Dixie County
1395	Larry Sapp	local	Property Appraiser, Dixie County
1396	Mandy Parrish	local	Tax Collector, Dixie County
1397	Charlene Cline	local	Supervisor of Elections, Dixie County
1398	Marcia Johnson	local	Clerk of Circuit Court, Franklin County
1399	Rhonda Skipper	local	Property Appraiser, Franklin County
1400	Rick Watson	local	Tax Collector, Franklin County
1401	Heather Riley	local	Supervisor of Elections, Franklin County
1403	Ed Wolgast	local	Property Appraiser, Gilchrist County
1404	John Holt	local	Tax Collector, Gilchrist County
1405	Connie Sanchez	local	Supervisor of Elections, Gilchrist County
1407	Lorie Ward	local	Property Appraiser, Glades County
1408	Gail Jones	local	Tax Collector, Glades County
1409	Aletris Farnam	local	Supervisor of Elections, Glades County
1410	Rebecca Norris	local	Clerk of Circuit Court, Gulf County
1411	Mitch Burke	local	Property Appraiser, Gulf County
1412	Shirley Jenkins	local	Tax Collector, Gulf County
1413	John Hanlon	local	Supervisor of Elections, Gulf County
1414	Ricky Lyons	local	Clerk of Circuit Court, Lafayette County
1415	Bobby Hatch	local	Property Appraiser, Lafayette County
1416	Gwen Ratliff	local	Tax Collector, Lafayette County
1417	Lavan Hawkins	local	Supervisor of Elections, Lafayette County
1418	Daniel Stanley	local	Clerk of Circuit Court, Liberty County
1419	Patricia Whitfield	local	Property Appraiser, Liberty County
1420	Marie Goodman	local	Tax Collector, Liberty County
1421	Gina McDowell	local	Supervisor of Elections, Liberty County
1422	Kellie Rhoades	local	Clerk of Circuit Court, Hamilton County
1423	Greg Godwin	local	Property Appraiser, Hamilton County
1424	Laura Land	local	Tax Collector, Hamilton County
1425	Laura Dees	local	Supervisor of Elections, Hamilton County
1426	Danny Shipp	local	Clerk of Circuit Court, Levy County
1427	Osborn Barker	local	Property Appraiser, Levy County
1428	Linda Fugate	local	Tax Collector, Levy County
1429	Tammy Jones	local	Supervisor of Elections, Levy County
1430	Kellie Hendricks	local	Clerk of Circuit Court, Union County
1431	Virginia Barton	local	Property Appraiser, Union County
1432	Lisa Raulerson	local	Tax Collector, Union County
1433	Deborah Osborne	local	Supervisor of Elections, Union County
1434	Raemi Eagle-Glenn	local	County Commissioner, District 5 (Chair)
1435	Ken Cornell	local	County Commissioner, District 4
1436	Anna Prizzia	local	County Commissioner, District 3
1437	Marihelen Wheeler	local	County Commissioner, District 2
1438	Mary Alford	local	County Commissioner, District 1
1439	Harold McCartney	local	City Council Member, At-Large Group 5
1440	Nick Howland	local	City Council Member, At-Large Group 4
1441	Matt Carlucci	local	City Council Member, At-Large Group 3
1442	Sam Newby	local	City Council Member, At-Large Group 2
1443	Michael Boylan	local	City Council Member, At-Large Group 1
1444	Kevin Carrico	local	City Council Vice President
1445	Ron Salem	local	City Council President
1448	Karen Williams Seel	local	County Commissioner, District 5
1450	Charlie Justice	local	County Commissioner, District 3
1453	Jesse Davis	local	School Board Member, District 1
1454	Charlie Burnett	local	School Board Member, District 2
1455	Artie Burnett	local	School Board Member, District 3
1456	Patricia Weeks	local	School Board Member, District 4
1457	Brad Griffis	local	School Board Member, District 5
1458	Stacy Creighton	local	School Board Member, District 1
1459	Sheila Gallagher	local	School Board Member, District 2
1460	Erica Reddish	local	School Board Member, District 3
1461	Cheryl Canova	local	School Board Member, District 4
1462	Daniel Riddick	local	School Board Member, District 5
1463	Danny Ryals	local	School Board Member, District 1
1464	Tim Smith	local	School Board Member, District 2
1465	Willie Lewis	local	School Board Member, District 3
1466	Clifton Edenfield	local	School Board Member, District 4
1467	Roger Redd	local	School Board Member, District 5
1468	Michael Cosentino	local	School Board Member, District 1
1469	Carlos Kelly	local	School Board Member, District 2
1470	Ronny Allen	local	School Board Member, District 3
1471	Emily Morrison	local	School Board Member, District 4
1472	Oscar Gonzalez	local	School Board Member, District 5
1473	Eric Hatcher	local	School Board Member, District 1
1474	Wayne Feagle	local	School Board Member, District 2
1475	Jerry Driggers	local	School Board Member, District 3
1476	Rebecca Sapp	local	School Board Member, District 4
1477	Mitch Hardee	local	School Board Member, District 5
1478	Pam Shiver	local	School Board Member, District 1
1479	Carl Whaley	local	School Board Member, District 2
1480	Fonda Davis	local	School Board Member, District 3
1481	Stacy Kirvin	local	School Board Member, District 4
1483	Steve Scott	local	School Board Member, District 1
1484	Tyrone Smith	local	School Board Member, District 2
1485	Isaac Simmons	local	School Board Member, District 3
1486	Charlie Frost	local	School Board Member, District 4
1487	Audrey Lewis	local	School Board Member, District 5
1488	Kyle Pedersen	local	School Board Member, District 1
1489	Rob Rankin	local	School Board Member, District 2
1490	Marion Poitevint	local	School Board Member, District 3
1491	Michael Martin	local	School Board Member, District 4
1492	Devin Strickland	local	School Board Member, District 5
1493	Laura Akin	local	School Board Member, District 1
1494	Crystal Drake	local	School Board Member, District 2
1495	Sandra Drury	local	School Board Member, District 3
1496	Mike McLeod	local	School Board Member, District 4
1497	Rachel Denton	local	School Board Member, District 5
1498	Billy Traylor	local	School Board Member, District 1
1499	Brooke Wooten	local	School Board Member, District 2
1501	Danny Little	local	School Board Member, District 4
1502	Brett Banks	local	School Board Member, District 5
1503	Paul Samuels	local	School Board Member, District 1
1504	Garry McWhorter	local	School Board Member, District 2
1505	Thomas Trevino	local	School Board Member, District 3
1506	Mildred Smith	local	School Board Member, District 4
1507	Cathy Towns	local	School Board Member, District 5
1508	Stephanie Daniels	local	School Board Member, District 1
1509	Victoria Washington	local	School Board Member, District 2
1510	John Perry	local	School Board Member, District 3
1511	Jon Woosley	local	School Board Member, District 4
1512	Emily Puente	local	School Board Member, District 5
1513	Sid Johnson	local	School Board Member, District 1
1514	Alan Justice	local	School Board Member, District 2
1515	Debra Lewis	local	School Board Member, District 3
1516	Jason Segers	local	School Board Member, District 4
1517	Tommy Rone	local	School Board Member, District 5
1518	Chris Johnson	local	School Board Member, District 1
1519	Charlotte Gardner	local	School Board Member, District 2
1520	Mack Howard	local	School Board Member, District 3
1521	Stacey Goodson	local	School Board Member, District 4
1522	Diane Basford	local	School Board Member, District 5
1523	Larry Halsey	local	School Board Member, District 1
1524	Sandra Saunders	local	School Board Member, District 2
1525	Shirley Washington	local	School Board Member, District 3
1526	Larry Branan	local	School Board Member, District 4
1527	Charles Boland	local	School Board Member, District 5
1528	Jason Walker	local	School Board Member, District 1
1529	Brent McCulley	local	School Board Member, District 2
1530	Steve Land	local	School Board Member, District 3
1531	J.W. Morris	local	School Board Member, District 4
1532	Jill Barrington	local	School Board Member, District 5
1533	Kyle Peddie	local	School Board Member, District 1
1534	Todd McDaniel	local	School Board Member, District 2
1535	Darrel Hayes	local	School Board Member, District 3
1536	Jim Jeter	local	School Board Member, District 4
1537	Tina Tharpe	local	School Board Member, District 5
1538	VeEtta Hagan	local	School Board Member, District 1
1539	Karen Pickles	local	School Board Member, District 2
1540	Susie Williamson	local	School Board Member, District 3
1541	Bart Alford	local	School Board Member, District 4
1542	Kenny Hall	local	School Board Member, District 5
1543	India Riedel	local	School Board Member, District 1
1544	Jill Holcomb	local	School Board Member, District 2
1545	Gary Ritter	local	School Board Member, District 3
1546	Malissa Morgan	local	School Board Member, District 4
1547	Melisa Jahner	local	School Board Member, District 5
1548	Tim Alcorn	local	School Board Member, District 1
1549	Ed daSilva	local	School Board Member, District 2
1550	Catherine Cason	local	School Board Member, District 3
1551	Jerry Taylor	local	School Board Member, District 4
1552	Ronald White	local	School Board Member, District 5
1553	Deidra Zorn	local	School Board Member, District 1
1554	Sandra Gandy	local	School Board Member, District 2
1555	Jeannie Mathis	local	School Board Member, District 3
1556	Danny Lundy	local	School Board Member, District 4
1557	Kenny Murphy	local	School Board Member, District 5
1558	Joann Daniels	local	School Board Member, District 1
1559	Josh Brown	local	School Board Member, District 2
1560	Laura Lawhon	local	School Board Member, District 3
1561	Greg Thomas	local	School Board Member, District 4
1562	Cale Langston	local	School Board Member, District 5
1564	Susan Roberts	local	School Board Member, District 2
1565	Vann Brock	local	School Board Member, District 3
1566	Brad Steverson	local	School Board Member, District 4
1568	Sammy McCoy	local	School Board Member, District 1
1569	Gary Godwin	local	School Board Member, District 2
1570	Thomas Moffses	local	School Board Member, District 3
1571	Johnny Bullard	local	School Board Member, District 4
1572	Mark Vining	local	School Board Member, District 5
1573	Stacy Scott	state	Public Defender, 8th Circuit (Alachua/Baker/Bradford/Gilchrist/Levy/Union)
1574	Brandon Perkins	state	Public Defender, 14th Circuit (Bay/Calhoun/Gulf/Holmes/Jackson/Washington)
1575	Blaise Trettis	state	Public Defender, 18th Circuit (Brevard/Seminole)
1576	Gordon Weekes	state	Public Defender, 17th Circuit (Broward)
1577	Blair Payne	state	Public Defender, 3rd Circuit (Columbia/Dixie/Hamilton/Lafayette/Madison/Suwannee/Taylor)
1578	Charlie Cofer	state	Public Defender, 4th Circuit (Duval/Clay/Nassau)
1580	Julianne Holt	state	Public Defender, 13th Circuit (Hillsborough)
1581	Diamond Litty	state	Public Defender, 19th Circuit (Indian River/Martin/Okeechobee/St. Lucie)
1582	Kathleen Smith	state	Public Defender, 20th Circuit (Lee/Charlotte/Collier/Glades/Hendry)
1583	Jessica Yeary	state	Public Defender, 2nd Circuit (Leon/Gadsden/Jefferson/Wakulla/Liberty/Franklin)
1585	Carlos Martinez	state	Public Defender, 11th Circuit (Miami-Dade)
1587	Bob Wesley	state	Public Defender, 9th Circuit (Orange/Osceola)
1588	Carey Haughwout	state	Public Defender, 15th Circuit (Palm Beach)
1589	Kevin Brigman	state	Public Defender, 6th Circuit (Pinellas/Pasco)
1590	Rex Dimmig	state	Public Defender, 10th Circuit (Polk/Hardee/Highlands)
1591	Larry Eger	state	Public Defender, 12th Circuit (Sarasota/Manatee/DeSoto)
1599	Robert Long	state	Justice, Florida Supreme Court
1600	Harvey Jay	state	Chief Judge, 1st District Court of Appeal (Tallahassee)
1602	Kevin Emas	state	Chief Judge, 3rd District Court of Appeal (Miami)
1603	John Harris	state	Chief Judge, 4th District Court of Appeal (West Palm Beach)
1604	Jay Cohen	state	Chief Judge, 5th District Court of Appeal (Daytona Beach)
1606	Gloria Walker	state	Chief Judge, 8th Judicial Circuit
1607	Brantley Clark	state	Chief Judge, 14th Judicial Circuit
1608	Lisa Davidson	state	Chief Judge, 18th Judicial Circuit
1609	Jack Tuter	state	Chief Judge, 17th Judicial Circuit
1610	Andrew Decker	state	Chief Judge, 3rd Judicial Circuit
1611	Mark Borello	state	Chief Judge, 4th Judicial Circuit
1612	John Simon	state	Chief Judge, 1st Judicial Circuit
1613	Ronald Ficarrotta	state	Chief Judge, 13th Judicial Circuit
1615	Michael McHugh	state	Chief Judge, 20th Judicial Circuit
1616	Jonathan Sjostrom	state	Chief Judge, 2nd Judicial Circuit
1617	S. Sue Robbins	state	Chief Judge, 5th Judicial Circuit
1618	Nushin Sayfie	state	Chief Judge, 11th Judicial Circuit
1619	Mark Jones	state	Chief Judge, 16th Judicial Circuit
1620	Lisa Munyon	state	Chief Judge, 9th Judicial Circuit
1621	Glenn Kelley	state	Chief Judge, 15th Judicial Circuit
1622	Michael Andrews	state	Chief Judge, 6th Judicial Circuit
1623	Donald Jacobsen	state	Chief Judge, 10th Judicial Circuit
1624	Charles Roberts	state	Chief Judge, 12th Judicial Circuit
1625	Terence Perkins	state	Chief Judge, 7th Judicial Circuit
1626	Tom Keen	local	City Commissioner, District 1, Orlando
1627	Tony Ortiz	local	City Commissioner, District 2, Orlando
1628	Robert Stuart	local	City Commissioner, District 3, Orlando
1630	Shaniqua Rose	local	City Commissioner, District 5, Orlando
1631	Bakari Burns	local	City Commissioner, District 6, Orlando
1632	Copley Gerdes	local	City Council Member, District 1, St. Petersburg
1633	Brandi Gabbard	local	City Council Member, District 2, St. Petersburg
1634	Ed Montanari	local	City Council Member, District 3, St. Petersburg
1635	Lisset Hanewicz	local	City Council Member, District 4, St. Petersburg
1636	Deborah Figgs-Sanders	local	City Council Member, District 5, St. Petersburg
1637	Gina Driscoll	local	City Council Member, District 6, St. Petersburg
1638	Rich Gerdes	local	City Council Member, District 7, St. Petersburg
1639	Richie Floyd	local	City Council Member, District 8, St. Petersburg
1641	Damian Pardo	local	City Commissioner, District 2, Miami
1643	Manolo Reyes	local	City Commissioner, District 4, Miami
1644	Christine King	local	City Commissioner, District 5, Miami
1646	Jeremy Matlow	local	City Commissioner, Seat 2, Tallahassee
1647	Jack Porter	local	City Commissioner, Seat 3, Tallahassee
1648	Jacqueline Porter	local	City Commissioner, Seat 4, Tallahassee
1649	John Dailey	local	Mayor, City of Tallahassee
1650	Bill Steinke	local	City Council Member, District 1, Cape Coral
1651	Dan Sheppard	local	City Council Member, District 2, Cape Coral
