# id	name	level	title	reason
1116	Diane Kelley	local	School Board Member, District 5	no-trusted-result
1118	Bryce Googe	local	School Board Member, District 2	no-trusted-result
1119	Pamm Chapman	local	School Board Member, District 3	no-trusted-result
1121	Steve Moss	local	School Board Member, District 5	no-trusted-result
1123	Dana Brady	local	School Board Member, District 2	no-trusted-result
1124	Stephanie Finnell	local	School Board Member, District 3	no-trusted-result
1125	Hunter Peeler	local	School Board Member, District 4	no-trusted-result
1126	Steve Nelson	local	School Board Member, District 5	no-trusted-result
1127	Andy Griffiths	local	School Board Chair, District 1	no-trusted-result
1128	Sue Woltanski	local	School Board Member, District 2	no-trusted-result
1129	Bobby Highsmith	local	School Board Member, District 3	no-trusted-result
1130	John Dick	local	School Board Member, District 4	no-trusted-result
1131	Mindy Conn	local	School Board Member, District 5	no-trusted-result
1134	Hazel Gillis	local	School Board Member, District 3	no-trusted-result
1135	Anthony Martin	local	School Board Member, District 4	no-trusted-result
1137	David Buckles	local	School Board Chair, District 1	no-trusted-result
1138	Cynthia Giles	local	School Board Member, District 2	no-trusted-result
1139	Holly Pickens	local	School Board Member, District 3	no-trusted-result
1140	Sandra Gilyard	local	School Board Member, District 4	no-trusted-result
1145	Brian Kramer	state	State Attorney, 8th Circuit	no-trusted-result
1147	Phil Archer	state	State Attorney, 18th Circuit	no-trusted-result
1148	Harold Pryor	state	State Attorney, 17th Circuit	no-trusted-result
1149	John Durrett	state	State Attorney, 3rd Circuit	no-trusted-result
1150	Melissa Nelson	state	State Attorney, 4th Circuit	no-trusted-result
1151	Ginger Bowden Madden	state	State Attorney, 1st Circuit	no-trusted-result
1152	Andrew Warren	state	State Attorney, 13th Circuit	no-trusted-result
1153	Thomas Bakkedahl	state	State Attorney, 19th Circuit	no-trusted-result
1154	Amira Fox	state	State Attorney, 20th Circuit	no-trusted-result
1155	Jack Campbell	state	State Attorney, 2nd Circuit	no-trusted-result
1158	Bill Gladson	state	State Attorney, 16th Circuit	no-trusted-result
1159	Andrew Bain	state	State Attorney, 9th Circuit (appointed)	no-trusted-result
1164	Ed Brodsky	state	State Attorney, 12th Circuit	no-trusted-result
1165	R.J. Larizza	state	State Attorney, 7th Circuit	no-trusted-result
1167	Pedro Garcia	local	Property Appraiser, Miami-Dade County	no-trusted-result
1173	Joe Scott	local	Supervisor of Elections, Broward County	no-trusted-result
1175	Dorothy Jacks	local	Property Appraiser, Palm Beach County	no-trusted-result
1180	Nancy Millan	local	Tax Collector, Hillsborough County	no-trusted-result
1186	Jody Phillips	local	Clerk of Circuit Court, Duval County	no-trusted-result
1189	Jerry Holland	local	Supervisor of Elections, Duval County	dup:www.duvalelections.gov
1190	Ken Burke	local	Clerk of Circuit Court, Pinellas County	no-trusted-result
1194	Kevin Karnes	local	Clerk of Circuit Court, Lee County	no-trusted-result
1196	Noelle Branning	local	Tax Collector, Lee County	no-trusted-result
1197	Tommy Doyle	local	Supervisor of Elections, Lee County	no-trusted-result
1198	Stacy Butterfield	local	Clerk of Circuit Court, Polk County	no-trusted-result
1200	Joe Tedder	local	Tax Collector, Polk County	no-trusted-result
1203	Dana Blickley	local	Property Appraiser, Brevard County	no-trusted-result
1204	Lisa Cullen	local	Tax Collector, Brevard County	no-trusted-result
1206	Laura Roth	local	Clerk of Circuit Court, Volusia County	no-trusted-result
1207	Larry Bartlett	local	Property Appraiser, Volusia County	no-trusted-result
1208	Will Roberts	local	Tax Collector, Volusia County	no-trusted-result
1210	Grant Maloy	local	Clerk of Circuit Court, Seminole County	no-trusted-result
1211	David Johnson	local	Property Appraiser, Seminole County	no-trusted-result
1214	Karen Rushing	local	Clerk of Circuit Court, Sarasota County	no-trusted-result
1216	Barbara Ford-Coates	local	Tax Collector, Sarasota County	no-trusted-result
1221	Brian Corley	local	Supervisor of Elections, Pasco County	no-trusted-result
1222	Angel Colonneso	local	Clerk of Circuit Court, Manatee County	no-trusted-result
1223	Jim Todora	local	Property Appraiser, Manatee County	no-trusted-result
1224	Ken Burton Jr.	local	Tax Collector, Manatee County	no-trusted-result
1225	James Satcher	local	Supervisor of Elections, Manatee County	no-trusted-result
1226	Crystal Kinzel	local	Clerk of Circuit Court, Collier County	no-trusted-result
1227	Abe Skinner	local	Property Appraiser, Collier County	no-trusted-result
1228	Abe Skinner	local	Tax Collector, Collier County	no-trusted-result
1231	Katrina Scarborough	local	Property Appraiser, Osceola County	no-trusted-result
1233	Mary Jane Arrington	local	Supervisor of Elections, Osceola County	no-trusted-result
1235	Michelle Franklin	local	Property Appraiser, St. Lucie County	no-trusted-result
1236	Chris Craft	local	Tax Collector, St. Lucie County	no-trusted-result
1240	David Jordan	local	Tax Collector, Lake County	no-trusted-result
1242	Gregory Harrell	local	Clerk of Circuit Court, Marion County	no-trusted-result
1244	George Albright	local	Tax Collector, Marion County	no-trusted-result
1246	Pam Childers	local	Clerk of Circuit Court, Escambia County	no-trusted-result
1247	Chris Jones	local	Property Appraiser, Escambia County	no-trusted-result
1248	Scott Lunsford	local	Tax Collector, Escambia County	no-trusted-result
1249	Robert Bender	local	Supervisor of Elections, Escambia County	no-trusted-result
1250	J.K. Irby	local	Clerk of Circuit Court, Alachua County	no-trusted-result
1251	Ayesha Solomon	local	Property Appraiser, Alachua County	no-trusted-result
1252	John Power	local	Tax Collector, Alachua County	no-trusted-result
1253	Kim Barton	local	Supervisor of Elections, Alachua County	no-trusted-result
1254	Roger Eaton	local	Clerk of Circuit Court, Charlotte County	no-trusted-result
1258	Jeffrey Barton	local	Clerk of Circuit Court, Indian River County	no-trusted-result
1259	Wesley Davis	local	Property Appraiser, Indian River County	no-trusted-result
1260	Carole Jean Jordan	local	Tax Collector, Indian River County	no-trusted-result
1261	Leslie Swan	local	Supervisor of Elections, Indian River County	no-trusted-result
1263	Jenny Fields	local	Property Appraiser, Martin County	no-trusted-result
1264	Ruth Pietruszewski	local	Tax Collector, Martin County	no-trusted-result
1266	Brandon Patty	local	Clerk of Circuit Court, St. Johns County	no-trusted-result
1267	Eddie Creamer	local	Property Appraiser, St. Johns County	no-trusted-result
1273	Kaiti Lenhart	local	Supervisor of Elections, Flagler County	no-trusted-result
1274	Gwen Marshall	local	Clerk of Circuit Court, Leon County	no-trusted-result
1275	Akin Akinyemi	local	Property Appraiser, Leon County	no-trusted-result
1276	Doris Maloy	local	Tax Collector, Leon County	no-trusted-result
1278	Tara Green	local	Clerk of Circuit Court, Clay County	no-trusted-result
1279	Roger Suggs	local	Property Appraiser, Clay County	no-trusted-result
1280	Diane Hutchings	local	Tax Collector, Clay County	no-trusted-result
1281	Chris Chambless	local	Supervisor of Elections, Clay County	no-trusted-result
1282	John Crawford	local	Clerk of Circuit Court, Nassau County	no-trusted-result
1283	Michael Hickox	local	Property Appraiser, Nassau County	dup:www.orlandosentinel.com
1284	John Drew	local	Tax Collector, Nassau County	no-trusted-result
1286	Bob Germaine	local	Clerk of Circuit Court, Highlands County	no-trusted-result
1287	Ray McIntyre	local	Property Appraiser, Highlands County	no-trusted-result
1288	Eric Zwayer	local	Tax Collector, Highlands County	no-trusted-result
1289	Penny Ogg	local	Supervisor of Elections, Highlands County	no-trusted-result
1291	Sandra Haas	local	Property Appraiser, Hernando County	no-trusted-result
1292	John Druzbick	local	Tax Collector, Hernando County	no-trusted-result
1294	Angela Vick	local	Clerk of Circuit Court, Citrus County	no-trusted-result
1295	Cregg Dalton	local	Property Appraiser, Citrus County	no-trusted-result
1296	Janice Warren	local	Tax Collector, Citrus County	no-trusted-result
1301	William Keen Jr.	local	Supervisor of Elections, Sumter County	dup:elections.sumtercountyfl.gov
1305	Tappie Villane	local	Supervisor of Elections, Santa Rosa County	no-trusted-result
1306	JD Peacock	local	Clerk of Circuit Court, Okaloosa County	no-trusted-result
1308	Ben Anderson	local	Tax Collector, Okaloosa County	no-trusted-result
1310	Bill Kinsaul	local	Clerk of Circuit Court, Bay County	no-trusted-result
1311	Dan Sowell	local	Property Appraiser, Bay County	no-trusted-result
1312	Chuck Perdue	local	Tax Collector, Bay County	no-trusted-result
1314	P. DeWitt Cason	local	Clerk of Circuit Court, Columbia County	no-trusted-result
1316	Ronnie Broughton	local	Tax Collector, Columbia County	no-trusted-result
1318	Kevin Madok	local	Clerk of Circuit Court, Monroe County	no-trusted-result
1320	Danise Henriquez	local	Tax Collector, Monroe County	no-trusted-result
1322	Alex Alford	local	Clerk of Circuit Court, Walton County	no-trusted-result
1324	Rhonda Skipper	local	Tax Collector, Walton County	no-trusted-result
1325	Bobby Beasley	local	Supervisor of Elections, Walton County	dup:www.mywaltonfl.gov
1327	Rick Hagan	local	Property Appraiser, Putnam County	no-trusted-result
1329	Charles Overturf	local	Supervisor of Elections, Putnam County	no-trusted-result
1330	Clay Rooks	local	Clerk of Circuit Court, Jackson County	no-trusted-result
1331	Pete Andrews	local	Property Appraiser, Jackson County	dup:map.polkflpa.gov
1334	Jerald Bryant	local	Clerk of Circuit Court, Okeechobee County	no-trusted-result
1335	Walt Chancey	local	Property Appraiser, Okeechobee County	dup:vrcdn.electionsfl.org
1336	Celeste Watford	local	Tax Collector, Okeechobee County	no-trusted-result
1337	Melissa Arnold	local	Supervisor of Elections, Okeechobee County	dup:vrcdn.electionsfl.org
1339	Lorie Ayers	local	Property Appraiser, DeSoto County	no-trusted-result
1341	Mark Negley	local	Supervisor of Elections, DeSoto County	no-trusted-result
1345	Jeff Ussery	local	Supervisor of Elections, Hardee County	no-trusted-result
1346	Barbara Butler	local	Clerk of Circuit Court, Hendry County	no-trusted-result
1347	Phillip Pelletier	local	Property Appraiser, Hendry County	no-trusted-result
1348	Peggy Hampton	local	Tax Collector, Hendry County	no-trusted-result
1351	Timothy Sweat	local	Property Appraiser, Baker County	no-trusted-result
1352	Gene Harvey	local	Tax Collector, Baker County	no-trusted-result
1354	Ray Norman	local	Clerk of Circuit Court, Bradford County	no-trusted-result
1356	Teresa Phillips	local	Tax Collector, Bradford County	no-trusted-result
1358	Nicholas Thomas	local	Clerk of Circuit Court, Gadsden County	no-trusted-result
1359	Clyde Collins	local	Property Appraiser, Gadsden County	dup:www.orlandosentinel.com
1360	Dale Summerford	local	Tax Collector, Gadsden County	no-trusted-result
1362	Annie Mae Murphy	local	Clerk of Circuit Court, Taylor County	no-trusted-result
1364	Mark Wiggins	local	Tax Collector, Taylor County	no-trusted-result
1366	Brent Whitaker	local	Clerk of Circuit Court, Suwannee County	no-trusted-result
1368	Sharon Jordan	local	Tax Collector, Suwannee County	dup:suwanneecountyfl.gov
1371	Ed Brimner	local	Property Appraiser, Wakulla County	no-trusted-result
1372	Lisa Craze	local	Tax Collector, Wakulla County	no-trusted-result
1373	Joseph Morgan	local	Supervisor of Elections, Wakulla County	no-trusted-result
1375	Greg Payne	local	Property Appraiser, Holmes County	no-trusted-result
1378	Lora Bell	local	Clerk of Circuit Court, Washington County	no-trusted-result
1379	Gil Carter	local	Property Appraiser, Washington County	dup:www.orlandosentinel.com
1380	Faye Worthington	local	Tax Collector, Washington County	no-trusted-result
1381	Carol Finch Rudd	local	Supervisor of Elections, Washington County	dup:www.sun-sentinel.com
1382	Kirk Reams	local	Clerk of Circuit Court, Jefferson County	no-trusted-result
1383	Angela Gray	local	Property Appraiser, Jefferson County	no-trusted-result
1384	Lois Hunter	local	Tax Collector, Jefferson County	no-trusted-result
1387	Leigh Barfield	local	Property Appraiser, Madison County	dup:map.polkflpa.gov
1390	Ruth Attaway	local	Clerk of Circuit Court, Calhoun County	no-trusted-result
1391	Joe Wood	local	Property Appraiser, Calhoun County	dup:www.orlandosentinel.com
1392	Jim Strickland	local	Tax Collector, Calhoun County	no-trusted-result
1393	Margie Laramore	local	Supervisor of Elections, Calhoun County	dup:jeffersonvotesfl.gov
1394	Dana Johnson	local	Clerk of Circuit Court, Dixie County	no-trusted-result
1395	Larry Sapp	local	Property Appraiser, Dixie County	no-trusted-result
1398	Marcia Johnson	local	Clerk of Circuit Court, Franklin County	no-trusted-result
1399	Rhonda Skipper	local	Property Appraiser, Franklin County	no-trusted-result
1403	Ed Wolgast	local	Property Appraiser, Gilchrist County	dup:www.orlandosentinel.com
1405	Connie Sanchez	local	Supervisor of Elections, Gilchrist County	no-trusted-result
1407	Lorie Ward	local	Property Appraiser, Glades County	no-trusted-result
1410	Rebecca Norris	local	Clerk of Circuit Court, Gulf County	no-trusted-result
1411	Mitch Burke	local	Property Appraiser, Gulf County	dup:map.polkflpa.gov
1412	Shirley Jenkins	local	Tax Collector, Gulf County	no-trusted-result
1413	John Hanlon	local	Supervisor of Elections, Gulf County	no-trusted-result
1414	Ricky Lyons	local	Clerk of Circuit Court, Lafayette County	no-trusted-result
1415	Bobby Hatch	local	Property Appraiser, Lafayette County	no-trusted-result
1417	Lavan Hawkins	local	Supervisor of Elections, Lafayette County	no-trusted-result
1418	Daniel Stanley	local	Clerk of Circuit Court, Liberty County	no-trusted-result
1419	Patricia Whitfield	local	Property Appraiser, Liberty County	no-trusted-result
1420	Marie Goodman	local	Tax Collector, Liberty County	no-trusted-result
1423	Greg Godwin	local	Property Appraiser, Hamilton County	no-trusted-result
1426	Danny Shipp	local	Clerk of Circuit Court, Levy County	no-trusted-result
1427	Osborn Barker	local	Property Appraiser, Levy County	no-trusted-result
1428	Linda Fugate	local	Tax Collector, Levy County	no-trusted-result
1431	Virginia Barton	local	Property Appraiser, Union County	no-trusted-result
1433	Deborah Osborne	local	Supervisor of Elections, Union County	no-trusted-result
1434	Raemi Eagle-Glenn	local	County Commissioner, District 5 (Chair)	no-trusted-result
1436	Anna Prizzia	local	County Commissioner, District 3	no-trusted-result
1437	Marihelen Wheeler	local	County Commissioner, District 2	no-trusted-result
1438	Mary Alford	local	County Commissioner, District 1	no-trusted-result
1439	Harold McCartney	local	City Council Member, At-Large Group 5	dup:www.duvalelections.gov
1440	Nick Howland	local	City Council Member, At-Large Group 4	no-trusted-result
1441	Matt Carlucci	local	City Council Member, At-Large Group 3	no-trusted-result
1442	Sam Newby	local	City Council Member, At-Large Group 2	no-trusted-result
1443	Michael Boylan	local	City Council Member, At-Large Group 1	no-trusted-result
1444	Kevin Carrico	local	City Council Vice President	no-trusted-result
1445	Ron Salem	local	City Council President	no-trusted-result
1453	Jesse Davis	local	School Board Member, District 1	no-trusted-result
1454	Charlie Burnett	local	School Board Member, District 2	no-trusted-result
1455	Artie Burnett	local	School Board Member, District 3	no-trusted-result
1457	Brad Griffis	local	School Board Member, District 5	no-trusted-result
1458	Stacy Creighton	local	School Board Member, District 1	no-trusted-result
1459	Sheila Gallagher	local	School Board Member, District 2	no-trusted-result
1461	Cheryl Canova	local	School Board Member, District 4	no-trusted-result
1462	Daniel Riddick	local	School Board Member, District 5	dup:lirp.cdn-website.com
1464	Tim Smith	local	School Board Member, District 2	no-trusted-result
1465	Willie Lewis	local	School Board Member, District 3	no-trusted-result
1466	Clifton Edenfield	local	School Board Member, District 4	no-trusted-result
1468	Michael Cosentino	local	School Board Member, District 1	no-trusted-result
1469	Carlos Kelly	local	School Board Member, District 2	no-trusted-result
1471	Emily Morrison	local	School Board Member, District 4	no-trusted-result
1473	Eric Hatcher	local	School Board Member, District 1	no-trusted-result
1474	Wayne Feagle	local	School Board Member, District 2	no-trusted-result
1476	Rebecca Sapp	local	School Board Member, District 4	no-trusted-result
1477	Mitch Hardee	local	School Board Member, District 5	no-trusted-result
1478	Pam Shiver	local	School Board Member, District 1	no-trusted-result
1479	Carl Whaley	local	School Board Member, District 2	dup:housedocs.myfloridahouse.gov
1480	Fonda Davis	local	School Board Member, District 3	no-trusted-result
1481	Stacy Kirvin	local	School Board Member, District 4	no-trusted-result
1483	Steve Scott	local	School Board Member, District 1	no-trusted-result
1484	Tyrone Smith	local	School Board Member, District 2	no-trusted-result
1485	Isaac Simmons	local	School Board Member, District 3	no-trusted-result
1486	Charlie Frost	local	School Board Member, District 4	no-trusted-result
1487	Audrey Lewis	local	School Board Member, District 5	no-trusted-result
1488	Kyle Pedersen	local	School Board Member, District 1	no-trusted-result
1490	Marion Poitevint	local	School Board Member, District 3	dup:gilchrist.fl.us
1491	Michael Martin	local	School Board Member, District 4	no-trusted-result
1492	Devin Strickland	local	School Board Member, District 5	no-trusted-result
1493	Laura Akin	local	School Board Member, District 1	no-trusted-result
1495	Sandra Drury	local	School Board Member, District 3	dup:www.stlucie.k12.fl.us
1496	Mike McLeod	local	School Board Member, District 4	no-trusted-result
1497	Rachel Denton	local	School Board Member, District 5	no-trusted-result
1498	Billy Traylor	local	School Board Member, District 1	no-trusted-result
1499	Brooke Wooten	local	School Board Member, District 2	no-trusted-result
1501	Danny Little	local	School Board Member, District 4	dup:www.sun-sentinel.com
1502	Brett Banks	local	School Board Member, District 5	no-trusted-result
1504	Garry McWhorter	local	School Board Member, District 2	dup:cmsv2-assets.apptegy.net
1505	Thomas Trevino	local	School Board Member, District 3	dup:cmsv2-assets.apptegy.net
1506	Mildred Smith	local	School Board Member, District 4	no-trusted-result
1507	Cathy Towns	local	School Board Member, District 5	dup:cmsv2-assets.apptegy.net
1508	Stephanie Daniels	local	School Board Member, District 1	no-trusted-result
1509	Victoria Washington	local	School Board Member, District 2	no-trusted-result
1510	John Perry	local	School Board Member, District 3	no-trusted-result
1511	Jon Woosley	local	School Board Member, District 4	no-trusted-result
1512	Emily Puente	local	School Board Member, District 5	no-trusted-result
1513	Sid Johnson	local	School Board Member, District 1	no-trusted-result
1514	Alan Justice	local	School Board Member, District 2	no-trusted-result
1515	Debra Lewis	local	School Board Member, District 3	no-trusted-result
1517	Tommy Rone	local	School Board Member, District 5	no-trusted-result
1518	Chris Johnson	local	School Board Member, District 1	no-trusted-result
1519	Charlotte Gardner	local	School Board Member, District 2	no-trusted-result
1520	Mack Howard	local	School Board Member, District 3	no-trusted-result
1521	Stacey Goodson	local	School Board Member, District 4	no-trusted-result
1522	Diane Basford	local	School Board Member, District 5	no-trusted-result
1523	Larry Halsey	local	School Board Member, District 1	no-trusted-result
1524	Sandra Saunders	local	School Board Member, District 2	no-trusted-result
1525	Shirley Washington	local	School Board Member, District 3	no-trusted-result
1526	Larry Branan	local	School Board Member, District 4	dup:www.sun-sentinel.com
1527	Charles Boland	local	School Board Member, District 5	no-trusted-result
1528	Jason Walker	local	School Board Member, District 1	no-trusted-result
1530	Steve Land	local	School Board Member, District 3	no-trusted-result
1531	J.W. Morris	local	School Board Member, District 4	dup:www.lafayette.k12.fl.us
1532	Jill Barrington	local	School Board Member, District 5	no-trusted-result
1533	Kyle Peddie	local	School Board Member, District 1	no-trusted-result
1534	Todd McDaniel	local	School Board Member, District 2	no-trusted-result
1535	Darrel Hayes	local	School Board Member, District 3	no-trusted-result
1536	Jim Jeter	local	School Board Member, District 4	no-trusted-result
1537	Tina Tharpe	local	School Board Member, District 5	no-trusted-result
1538	VeEtta Hagan	local	School Board Member, District 1	dup:cmsv2-assets.apptegy.net
1539	Karen Pickles	local	School Board Member, District 2	no-trusted-result
1540	Susie Williamson	local	School Board Member, District 3	no-trusted-result
1541	Bart Alford	local	School Board Member, District 4	dup:www.sun-sentinel.com
1542	Kenny Hall	local	School Board Member, District 5	no-trusted-result
1544	Jill Holcomb	local	School Board Member, District 2	dup:core-docs.s3.amazonaws.com
1545	Gary Ritter	local	School Board Member, District 3	no-trusted-result
1546	Malissa Morgan	local	School Board Member, District 4	no-trusted-result
1547	Melisa Jahner	local	School Board Member, District 5	dup:core-docs.s3.amazonaws.com
1548	Tim Alcorn	local	School Board Member, District 1	no-trusted-result
1550	Catherine Cason	local	School Board Member, District 3	no-trusted-result
1551	Jerry Taylor	local	School Board Member, District 4	dup:cmsv2-assets.apptegy.net
1552	Ronald White	local	School Board Member, District 5	dup:cmsv2-assets.apptegy.net
1553	Deidra Zorn	local	School Board Member, District 1	dup:cmsv2-assets.apptegy.net
1554	Sandra Gandy	local	School Board Member, District 2	no-trusted-result
1555	Jeannie Mathis	local	School Board Member, District 3	no-trusted-result
1557	Kenny Murphy	local	School Board Member, District 5	no-trusted-result
1558	Joann Daniels	local	School Board Member, District 1	no-trusted-result
1559	Josh Brown	local	School Board Member, District 2	no-trusted-result
1560	Laura Lawhon	local	School Board Member, District 3	no-trusted-result
1561	Greg Thomas	local	School Board Member, District 4	no-trusted-result
1562	Cale Langston	local	School Board Member, District 5	no-trusted-result
1564	Susan Roberts	local	School Board Member, District 2	no-trusted-result
1565	Vann Brock	local	School Board Member, District 3	no-trusted-result
1566	Brad Steverson	local	School Board Member, District 4	no-trusted-result
1568	Sammy McCoy	local	School Board Member, District 1	dup:cmsv2-assets.apptegy.net
1569	Gary Godwin	local	School Board Member, District 2	dup:lirp.cdn-website.com
1570	Thomas Moffses	local	School Board Member, District 3	no-trusted-result
1571	Johnny Bullard	local	School Board Member, District 4	no-trusted-result
1573	Stacy Scott	state	Public Defender, 8th Circuit (Alachua/Baker/Bradford/Gilchrist/Levy/Union)	no-trusted-result
1574	Brandon Perkins	state	Public Defender, 14th Circuit (Bay/Calhoun/Gulf/Holmes/Jackson/Washington)	dup:www.sun-sentinel.com
1575	Blaise Trettis	state	Public Defender, 18th Circuit (Brevard/Seminole)	no-trusted-result
1576	Gordon Weekes	state	Public Defender, 17th Circuit (Broward)	no-trusted-result
1577	Blair Payne	state	Public Defender, 3rd Circuit (Columbia/Dixie/Hamilton/Lafayette/Madison/Suwannee/Taylor)	no-trusted-result
1578	Charlie Cofer	state	Public Defender, 4th Circuit (Duval/Clay/Nassau)	no-trusted-result
1580	Julianne Holt	state	Public Defender, 13th Circuit (Hillsborough)	no-trusted-result
1581	Diamond Litty	state	Public Defender, 19th Circuit (Indian River/Martin/Okeechobee/St. Lucie)	no-trusted-result
1583	Jessica Yeary	state	Public Defender, 2nd Circuit (Leon/Gadsden/Jefferson/Wakulla/Liberty/Franklin)	no-trusted-result
1585	Carlos Martinez	state	Public Defender, 11th Circuit (Miami-Dade)	no-trusted-result
1588	Carey Haughwout	state	Public Defender, 15th Circuit (Palm Beach)	no-trusted-result
1590	Rex Dimmig	state	Public Defender, 10th Circuit (Polk/Hardee/Highlands)	no-trusted-result
1591	Larry Eger	state	Public Defender, 12th Circuit (Sarasota/Manatee/DeSoto)	no-trusted-result
1606	Gloria Walker	state	Chief Judge, 8th Judicial Circuit	no-trusted-result
1610	Andrew Decker	state	Chief Judge, 3rd Judicial Circuit	dup:cc-flcourts-storage.s3.amazona
1611	Mark Borello	state	Chief Judge, 4th Judicial Circuit	dup:cc-flcourts-storage.s3.amazona
1612	John Simon	state	Chief Judge, 1st Judicial Circuit	dup:cc-flcourts-storage.s3.amazona
1618	Nushin Sayfie	state	Chief Judge, 11th Judicial Circuit	no-trusted-result
1619	Mark Jones	state	Chief Judge, 16th Judicial Circuit	no-trusted-result
1622	Michael Andrews	state	Chief Judge, 6th Judicial Circuit	dup:cc-flcourts-storage.s3.amazona
1623	Donald Jacobsen	state	Chief Judge, 10th Judicial Circuit	no-trusted-result
1624	Charles Roberts	state	Chief Judge, 12th Judicial Circuit	dup:cc-flcourts-storage.s3.amazona
1626	Tom Keen	local	City Commissioner, District 1, Orlando	no-trusted-result
1633	Brandi Gabbard	local	City Council Member, District 2, St. Petersburg	no-trusted-result
1634	Ed Montanari	local	City Council Member, District 3, St. Petersburg	no-trusted-result
1644	Christine King	local	City Commissioner, District 5, Miami	no-trusted-result
1646	Jeremy Matlow	local	City Commissioner, Seat 2, Tallahassee	no-trusted-result
1647	Jack Porter	local	City Commissioner, Seat 3, Tallahassee	no-trusted-result
1649	John Dailey	local	Mayor, City of Tallahassee	no-trusted-result
1650	Bill Steinke	local	City Council Member, District 1, Cape Coral	no-trusted-result
1651	Dan Sheppard	local	City Council Member, District 2, Cape Coral	no-trusted-result
1653	Patty Cummings	local	City Council Member, District 4, Cape Coral	no-trusted-result
1655	Keith Long	local	City Council Member, District 6, Cape Coral	no-trusted-result
1656	John Gunter	local	Mayor, City of Cape Coral	no-trusted-result
1658	Jesus Tundidor	local	City Council President, Hialeah	no-trusted-result
1659	Vivian Casals-Munoz	local	City Council Member, Hialeah	no-trusted-result
1661	Teniadé Broughton	local	City Council Member, District 1, Pensacola	no-trusted-result
1662	Sherri Myers	local	City Council Member, District 2, Pensacola	no-trusted-result
1664	Jared Moore	local	City Council Member, District 4, Pensacola	no-trusted-result
1665	Allison Patton	local	City Council Member, District 5, Pensacola	no-trusted-result
1666	Ann Hill	local	City Council Member, District 6, Pensacola	no-trusted-result
1667	D.C. Reeves	local	Mayor, City of Pensacola	no-trusted-result
1669	Matt Howland	local	City Commissioner, At-Large 1, Gainesville	no-trusted-result
1671	Shannon Martin	local	Mayor, City of Port St. Lucie	no-trusted-result
1672	Jolien Caraballo	local	Vice Mayor, City of Port St. Lucie	no-trusted-result
1674	Stephanie Madden	local	City Commissioner, Lakeland	no-trusted-result
1675	Vacant (District 1)	local	School Board Member, District 1	no-trusted-result
1676	Janie Ruddy	local	School Board Member, District 2	no-trusted-result
1677	Lauren Ramirez	local	School Board Member, District 3	no-trusted-result
1678	Christy Chong	local	School Board Chair, District 4	no-trusted-result
1679	Will Furry	local	School Board Member, District 5	no-trusted-result
1681	Ken Amaro	local	City Council Member, District 1	no-trusted-result
1682	Mike Gay	local	City Council Member, District 2	no-trusted-result
1687	Jimmy Peluso	local	City Council Member, District 7	no-trusted-result
1688	Reggie Gaffney Jr.	local	City Council Member, District 8	no-trusted-result
1689	Tyrona Clark-Murray	local	City Council Member, District 9	no-trusted-result
1690	Ju'Coby Pittman	local	City Council Member, District 10	no-trusted-result
1691	Raul Arias Jr.	local	City Council Member, District 11	no-trusted-result
1693	Rory Diamond	local	City Council Member, District 13	no-trusted-result
1694	Rahman Johnson	local	City Council Member, District 14	no-trusted-result
1695	Terrance Freeman	local	City Council Member, At-Large Group 1	no-trusted-result
1699	Chris Miller	local	City Council Member, At-Large Group 5	no-trusted-result
1711	Gwendolyn Henderson	local	Tampa City Council, District 5	no-trusted-result
1724	Mike Harting	local	St. Petersburg City Council, District 3	no-trusted-result
1739	Dianne Williams-Cox	local	Tallahassee City Commissioner, Seat 4	no-trusted-result
1743	Anthony Bonna	local	Port St. Lucie City Council Member	no-trusted-result
1744	Stephanie Morgan	local	Port St. Lucie City Council Member	no-trusted-result
1745	David Poitier	local	Port St. Lucie City Council Member	no-trusted-result
1748	Tom Kilraine	local	Cape Coral City Council, District 2	no-trusted-result
1750	Dan Kaduk	local	Cape Coral City Council, District 4	no-trusted-result
1751	Tim Nelson	local	Cape Coral City Council, District 5	no-trusted-result
1753	Alyssa Lehmann	local	Cape Coral City Council, District 7	no-trusted-result
1757	Maria Rodriguez	local	Pembroke Pines Commissioner, District 3	no-trusted-result
1758	Michael Hernandez	local	Pembroke Pines Vice Mayor, District 4	no-trusted-result
1763	Bruce Rector	local	Mayor of Clearwater	no-trusted-result
1766	Rob Medina	local	Mayor of Palm Bay	no-trusted-result
1770	Santiago Avila	local	Mayor of Deltona	no-trusted-result
1774	Paul Anderson	local	Mayor of Melbourne	no-trusted-result
1775	Todd Drosky	local	Mayor of Deerfield Beach	no-trusted-result
1776	Rodney Harris	local	Mayor of Miami Gardens	no-trusted-result
1779	Rhonda A. Anderson	local	Mayor of Coral Gables	dup:mdctaxcollector.gov
1782	Mike Amundsen	local	Mayor of Ocala	no-trusted-result
1783	Kevin Anderson	local	Mayor of Fort Myers	no-trusted-result
1784	Shelly Petrolia	local	Mayor of Delray Beach	no-trusted-result
1785	Jackie Espinosa	local	Mayor of Kissimmee	no-trusted-result
1787	Trinette Frazier	local	Mayor of Boynton Beach	no-trusted-result
1788	Caryl Shuham	local	Hollywood Commissioner, District 1	no-trusted-result
1791	Adam Gruber	local	Hollywood Commissioner, District 4	dup:www.broward.org
1792	Kevin Biederman	local	Hollywood Commissioner, District 5	no-trusted-result
